id,product_id,title,brand,category,subcategory,description,image,slug,variations,offers,is_active,keyspecs,timestamp,origin,images
529,PRDCT529,test product 529,37,8,49,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_cyHq7Qh.webp,,"265,266,267",,1,"2,4,5",,IN,"25,26,27,28,29,"
530,PRDCT530,test product 530,46,8,49,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_VtlklVW.webp,,"268,269,270",,1,"2,4,5",,IN,"15,16,17,18,19,"
531,PRDCT531,test product 531,69,8,49,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_XTWljcQ.jpg,,"271,272,273",,1,"2,4,5",,IN,"20,21,22,23,24,"
532,PRDCT532,test product 532,56,8,49,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_13lxXId.jpg,,"274,275,276",,1,"2,4,5",,IN,"25,26,27,28,29,"
533,PRDCT533,test product 533,78,8,49,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_KUx2OxV.jpg,,"277,278,279",,1,"2,4,5",,IN,"15,16,17,18,19,"
534,PRDCT534,test product 534,30,8,49,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_Jo25JkP.jpg,,"280,281,282",,1,"2,4,5",,IN,"20,21,22,23,24,"
535,PRDCT535,test product 535,24,8,49,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_aLBH1dT.jpg,,"283,284,285",,1,"2,4,5",,IN,"25,26,27,28,29,"
536,PRDCT536,test product 536,10,8,49,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_RJMLKMW.webp,,"286,287,288",,1,"2,4,5",,IN,"15,16,17,18,19,"
537,PRDCT537,test product 537,79,8,49,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_hcdpXA9.jpg,,"289,290,291",,1,"2,4,5",,IN,"20,21,22,23,24,"
538,PRDCT538,test product 538,53,8,49,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_s4JtHCr.webp,,"292,293,294",,1,"2,4,5",,IN,"25,26,27,28,29,"
539,PRDCT539,test product 539,80,8,49,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_QgEvjJW.jpg,,"295,296,297",,1,"2,4,5",,IN,"15,16,17,18,19,"
540,PRDCT540,test product 540,1,8,50,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_lQN8p36.jpg,,"298,299,300",,1,"2,4,5",,IN,"20,21,22,23,24,"
541,PRDCT541,test product 541,41,8,50,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test.jpg,,"31,32,33",,1,"2,4,5",,IN,"25,26,27,28,29,"
542,PRDCT542,test product 542,38,8,50,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_31KTRso.jpg,,"34,35,36",,1,"2,4,5",,IN,"15,16,17,18,19,"
543,PRDCT543,test product 543,45,8,50,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_qRkvR6t.jpg,,"37,38,39",,1,"2,4,5",,IN,"20,21,22,23,24,"
544,PRDCT544,test product 544,49,8,50,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_fBPlGwn.jpg,,"40,41,42",,1,"2,4,5",,IN,"25,26,27,28,29,"
545,PRDCT545,test product 545,34,8,50,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_7fr8juG.jpg,,"43,44,45",,1,"2,4,5",,IN,"15,16,17,18,19,"
546,PRDCT546,test product 546,59,8,50,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test.webp,,"46,47,48",,1,"2,4,5",,IN,"20,21,22,23,24,"
547,PRDCT547,test product 547,49,8,50,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_bNKGkSY.webp,,"49,50,51",,1,"2,4,5",,IN,"25,26,27,28,29,"
548,PRDCT548,test product 548,78,8,50,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_JAWzTel.webp,,"52,53,54",,1,"2,4,5",,IN,"15,16,17,18,19,"
549,PRDCT549,test product 549,99,8,50,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_cyHq7Qh.webp,,"55,56,57",,1,"2,4,5",,IN,"20,21,22,23,24,"
550,PRDCT550,test product 550,68,8,50,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_VtlklVW.webp,,"58,59,60",,1,"2,4,5",,IN,"25,26,27,28,29,"
551,PRDCT551,test product 551,57,8,51,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_XTWljcQ.jpg,,"61,62,63",,1,"2,4,5",,IN,"15,16,17,18,19,"
552,PRDCT552,test product 552,10,8,51,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_13lxXId.jpg,,"64,65,66",,1,"2,4,5",,IN,"20,21,22,23,24,"
553,PRDCT553,test product 553,47,8,51,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_KUx2OxV.jpg,,"67,68,69",,1,"2,4,5",,IN,"25,26,27,28,29,"
554,PRDCT554,test product 554,89,8,51,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_Jo25JkP.jpg,,"70,71,72",,1,"2,4,5",,IN,"15,16,17,18,19,"
555,PRDCT555,test product 555,3,8,51,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_aLBH1dT.jpg,,"73,74,75",,1,"2,4,5",,IN,"20,21,22,23,24,"
556,PRDCT556,test product 556,90,8,51,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_RJMLKMW.webp,,"76,77,78",,1,"2,4,5",,IN,"25,26,27,28,29,"
557,PRDCT557,test product 557,43,8,51,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_hcdpXA9.jpg,,"79,80,81",,1,"2,4,5",,IN,"15,16,17,18,19,"
558,PRDCT558,test product 558,82,8,51,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_s4JtHCr.webp,,"82,83,84",,1,"2,4,5",,IN,"20,21,22,23,24,"
559,PRDCT559,test product 559,64,8,51,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_QgEvjJW.jpg,,"85,86,87",,1,"2,4,5",,IN,"25,26,27,28,29,"
560,PRDCT560,test product 560,34,8,51,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_lQN8p36.jpg,,"88,89,90",,1,"2,4,5",,IN,"15,16,17,18,19,"
561,PRDCT561,test product 561,51,8,51,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test.jpg,,"91,92,93",,1,"2,4,5",,IN,"20,21,22,23,24,"
562,PRDCT562,test product 562,10,8,52,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_31KTRso.jpg,,"94,95,96",,1,"2,4,5",,IN,"25,26,27,28,29,"
563,PRDCT563,test product 563,93,8,52,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_qRkvR6t.jpg,,"97,98,99",,1,"2,4,5",,IN,"15,16,17,18,19,"
564,PRDCT564,test product 564,2,8,52,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_fBPlGwn.jpg,,"100,101,102",,1,"2,4,5",,IN,"20,21,22,23,24,"
565,PRDCT565,test product 565,5,8,52,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_7fr8juG.jpg,,"103,104,105",,1,"2,4,5",,IN,"25,26,27,28,29,"
566,PRDCT566,test product 566,5,8,52,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test.webp,,"106,107,108",,1,"2,4,5",,IN,"15,16,17,18,19,"
567,PRDCT567,test product 567,84,8,52,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_bNKGkSY.webp,,"109,110,111",,1,"2,4,5",,IN,"20,21,22,23,24,"
568,PRDCT568,test product 568,35,8,52,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_JAWzTel.webp,,"112,113,114",,1,"2,4,5",,IN,"25,26,27,28,29,"
569,PRDCT569,test product 569,24,8,52,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_cyHq7Qh.webp,,"115,116,117",,1,"2,4,5",,IN,"15,16,17,18,19,"
570,PRDCT570,test product 570,85,8,52,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_VtlklVW.webp,,"118,119,120",,1,"2,4,5",,IN,"20,21,22,23,24,"
571,PRDCT571,test product 571,27,8,52,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_XTWljcQ.jpg,,"121,122,123",,1,"2,4,5",,IN,"25,26,27,28,29,"
572,PRDCT572,test product 572,33,8,52,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_13lxXId.jpg,,"124,125,126",,1,"2,4,5",,IN,"15,16,17,18,19,"
573,PRDCT573,test product 573,17,8,53,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_KUx2OxV.jpg,,"127,128,129",,1,"2,4,5",,IN,"20,21,22,23,24,"
574,PRDCT574,test product 574,7,8,53,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_Jo25JkP.jpg,,"130,131,132",,1,"2,4,5",,IN,"25,26,27,28,29,"
575,PRDCT575,test product 575,48,8,53,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_aLBH1dT.jpg,,"133,134,135",,1,"2,4,5",,IN,"15,16,17,18,19,"
576,PRDCT576,test product 576,11,8,53,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_RJMLKMW.webp,,"136,137,138",,1,"2,4,5",,IN,"20,21,22,23,24,"
577,PRDCT577,test product 577,19,8,53,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_hcdpXA9.jpg,,"139,140,141",,1,"2,4,5",,IN,"25,26,27,28,29,"
578,PRDCT578,test product 578,27,8,53,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_s4JtHCr.webp,,"142,143,144",,1,"2,4,5",,IN,"15,16,17,18,19,"
579,PRDCT579,test product 579,18,8,53,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_QgEvjJW.jpg,,"145,146,147",,1,"2,4,5",,IN,"20,21,22,23,24,"
580,PRDCT580,test product 580,21,8,53,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_lQN8p36.jpg,,"148,149,150",,1,"2,4,5",,IN,"25,26,27,28,29,"
581,PRDCT581,test product 581,59,8,53,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test.jpg,,"151,152,153",,1,"2,4,5",,IN,"15,16,17,18,19,"
582,PRDCT582,test product 582,99,8,53,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_31KTRso.jpg,,"154,155,156",,1,"2,4,5",,IN,"20,21,22,23,24,"
583,PRDCT583,test product 583,65,8,53,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_qRkvR6t.jpg,,"157,158,159",,1,"2,4,5",,IN,"25,26,27,28,29,"
584,PRDCT584,test product 584,54,8,54,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_fBPlGwn.jpg,,"160,161,162",,1,"2,4,5",,IN,"15,16,17,18,19,"
585,PRDCT585,test product 585,99,8,54,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_7fr8juG.jpg,,"163,164,165",,1,"2,4,5",,IN,"20,21,22,23,24,"
586,PRDCT586,test product 586,39,8,54,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test.webp,,"166,167,168",,1,"2,4,5",,IN,"25,26,27,28,29,"
587,PRDCT587,test product 587,80,8,54,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_bNKGkSY.webp,,"169,170,171",,1,"2,4,5",,IN,"15,16,17,18,19,"
588,PRDCT588,test product 588,23,8,54,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_JAWzTel.webp,,"172,173,174",,1,"2,4,5",,IN,"20,21,22,23,24,"
589,PRDCT589,test product 589,36,8,54,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_cyHq7Qh.webp,,"175,176,177",,1,"2,4,5",,IN,"25,26,27,28,29,"
590,PRDCT590,test product 590,3,8,54,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_VtlklVW.webp,,"178,179,180",,1,"2,4,5",,IN,"15,16,17,18,19,"
591,PRDCT591,test product 591,12,8,54,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_XTWljcQ.jpg,,"181,182,183",,1,"2,4,5",,IN,"20,21,22,23,24,"
592,PRDCT592,test product 592,9,8,54,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_13lxXId.jpg,,"184,185,186",,1,"2,4,5",,IN,"25,26,27,28,29,"
593,PRDCT593,test product 593,64,8,54,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_KUx2OxV.jpg,,"187,188,189",,1,"2,4,5",,IN,"15,16,17,18,19,"
594,PRDCT594,test product 594,13,8,54,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_Jo25JkP.jpg,,"190,191,192",,1,"2,4,5",,IN,"20,21,22,23,24,"
595,PRDCT595,test product 595,15,8,55,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_aLBH1dT.jpg,,"193,194,195",,1,"2,4,5",,IN,"25,26,27,28,29,"
596,PRDCT596,test product 596,50,8,55,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_RJMLKMW.webp,,"196,197,198",,1,"2,4,5",,IN,"15,16,17,18,19,"
597,PRDCT597,test product 597,76,8,55,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_hcdpXA9.jpg,,"199,200,201",,1,"2,4,5",,IN,"20,21,22,23,24,"
598,PRDCT598,test product 598,76,8,55,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_s4JtHCr.webp,,"202,203,204",,1,"2,4,5",,IN,"25,26,27,28,29,"
599,PRDCT599,test product 599,15,8,55,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_QgEvjJW.jpg,,"205,206,207",,1,"2,4,5",,IN,"15,16,17,18,19,"
600,PRDCT600,test product 600,44,8,55,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_lQN8p36.jpg,,"208,209,210",,1,"2,4,5",,IN,"20,21,22,23,24,"
601,PRDCT601,test product 601,14,8,55,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test.jpg,,"211,212,213",,1,"2,4,5",,IN,"25,26,27,28,29,"
602,PRDCT602,test product 602,19,8,55,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_31KTRso.jpg,,"214,215,216",,1,"2,4,5",,IN,"15,16,17,18,19,"
603,PRDCT603,test product 603,50,8,55,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_qRkvR6t.jpg,,"217,218,219",,1,"2,4,5",,IN,"20,21,22,23,24,"
604,PRDCT604,test product 604,78,8,55,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_fBPlGwn.jpg,,"220,221,222",,1,"2,4,5",,IN,"25,26,27,28,29,"
605,PRDCT605,test product 605,6,8,55,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_7fr8juG.jpg,,"223,224,225",,1,"2,4,5",,IN,"15,16,17,18,19,"
606,PRDCT606,test product 606,65,10,56,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test.webp,,"226,227,228",,1,"2,4,5",,IN,"20,21,22,23,24,"
607,PRDCT607,test product 607,70,10,56,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_bNKGkSY.webp,,"229,230,231",,1,"2,4,5",,IN,"25,26,27,28,29,"
608,PRDCT608,test product 608,32,10,56,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_JAWzTel.webp,,"232,233,234",,1,"2,4,5",,IN,"15,16,17,18,19,"
609,PRDCT609,test product 609,45,10,56,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_cyHq7Qh.webp,,"235,236,237",,1,"2,4,5",,IN,"20,21,22,23,24,"
610,PRDCT610,test product 610,87,10,56,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_VtlklVW.webp,,"238,239,240",,1,"2,4,5",,IN,"25,26,27,28,29,"
611,PRDCT611,test product 611,71,10,56,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_XTWljcQ.jpg,,"241,242,243",,1,"2,4,5",,IN,"15,16,17,18,19,"
612,PRDCT612,test product 612,7,10,56,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_13lxXId.jpg,,"244,245,246",,1,"2,4,5",,IN,"20,21,22,23,24,"
613,PRDCT613,test product 613,11,10,56,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_KUx2OxV.jpg,,"247,248,249",,1,"2,4,5",,IN,"25,26,27,28,29,"
614,PRDCT614,test product 614,80,10,56,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_Jo25JkP.jpg,,"250,251,252",,1,"2,4,5",,IN,"15,16,17,18,19,"
615,PRDCT615,test product 615,21,10,56,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_aLBH1dT.jpg,,"253,254,255",,1,"2,4,5",,IN,"20,21,22,23,24,"
616,PRDCT616,test product 616,53,10,56,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_RJMLKMW.webp,,"256,257,258",,1,"2,4,5",,IN,"25,26,27,28,29,"
617,PRDCT617,test product 617,20,10,57,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_hcdpXA9.jpg,,"259,260,261",,1,"2,4,5",,IN,"15,16,17,18,19,"
618,PRDCT618,test product 618,51,10,57,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_s4JtHCr.webp,,"262,263,264",,1,"2,4,5",,IN,"20,21,22,23,24,"
619,PRDCT619,test product 619,65,10,57,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_QgEvjJW.jpg,,"265,266,267",,1,"2,4,5",,IN,"25,26,27,28,29,"
620,PRDCT620,test product 620,73,10,57,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_lQN8p36.jpg,,"268,269,270",,1,"2,4,5",,IN,"15,16,17,18,19,"
621,PRDCT621,test product 621,93,10,57,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test.jpg,,"271,272,273",,1,"2,4,5",,IN,"20,21,22,23,24,"
622,PRDCT622,test product 622,65,10,57,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_31KTRso.jpg,,"274,275,276",,1,"2,4,5",,IN,"25,26,27,28,29,"
623,PRDCT623,test product 623,80,10,57,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_qRkvR6t.jpg,,"277,278,279",,1,"2,4,5",,IN,"15,16,17,18,19,"
624,PRDCT624,test product 624,60,10,57,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_fBPlGwn.jpg,,"280,281,282",,1,"2,4,5",,IN,"20,21,22,23,24,"
625,PRDCT625,test product 625,77,10,57,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_7fr8juG.jpg,,"283,284,285",,1,"2,4,5",,IN,"25,26,27,28,29,"
